cause_of_death,chapter,count,year,sex,cause_of_death_map
Alcoholic liver disease,Diseases of the digestive system,519,2011,Males,
Toxic liver disease,Diseases of the digestive system,0,2011,Males,
"Hepatic failure, not elsewhere classified",Diseases of the digestive system,146,2011,Males,
"Chronic hepatitis, not elsewhere classified",Diseases of the digestive system,2,2011,Males,
Fibrosis and cirrhosis of liver,Diseases of the digestive system,247,2011,Males,
Other inflammatory liver diseases,Diseases of the digestive system,24,2011,Males,
Other diseases of liver,Diseases of the digestive system,149,2011,Males,
"Disorders of gallbladder, biliary tract and pancreas",Diseases of the digestive system,243,2011,Males,
Cholelithiasis,Diseases of the digestive system,39,2011,Males,
Cholecystitis,Diseases of the digestive system,54,2011,Males,
Other diseases of gallbladder,Diseases of the digestive system,14,2011,Males,
Other diseases of biliary tract,Diseases of the digestive system,46,2011,Males,
Acute pancreatitis,Diseases of the digestive system,74,2011,Males,
Other diseases of pancreas,Diseases of the digestive system,16,2011,Males,
Other diseases of the digestive system,Diseases of the digestive system,181,2011,Males,
Intestinal malabsorption,Diseases of the digestive system,2,2011,Males,
"Postprocedural disorders of digestive system, not elsewhere classified",Diseases of the digestive system,0,2011,Males,
Other diseases of digestive system,Diseases of the digestive system,179,2011,Males,
Infections of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,126,2011,Males,
Staphylococcal scalded skin syndrome,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Impetigo,Diseases of the skin and subcutaneous tissue,0,2011,Males,
"Cutaneous abscess, furuncle and carbuncle",Diseases of the skin and subcutaneous tissue,9,2011,Males,
Cellulitis,Diseases of the skin and subcutaneous tissue,98,2011,Males,
Acute lymphadenitis,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Pilonidal cyst,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other local infections of skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,17,2011,Males,
Bullous disorders,Diseases of the skin and subcutaneous tissue,3,2011,Males,
Pemphigus,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other acantholytic disorders,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Pemphigoid,Diseases of the skin and subcutaneous tissue,2,2011,Males,
Other bullous disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Dermatitis and eczema,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Atopic dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Seborrhoeic dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Diaper [napkin] dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Allergic contact dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Irritant contact dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Unspecified contact dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Exfoliative dermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Dermatitis due to substances taken internally,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Lichen simplex chronicus and prurigo,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Pruritus,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other dermatitis,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Papulosquamous disorders,Diseases of the skin and subcutaneous tissue,5,2011,Males,
Psoriasis,Diseases of the skin and subcutaneous tissue,4,2011,Males,
Parapsoriasis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Pityriasis rosea,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Lichen planus,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other papulosquamous disorders,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Urticaria and erythema,Diseases of the skin and subcutaneous tissue,3,2011,Males,
Urticaria,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Erythema multiforme,Diseases of the skin and subcutaneous tissue,2,2011,Males,
Erythema nodosum,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other erythematous conditions,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Radiation-related disorders of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Sunburn,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other acute skin changes due to ultraviolet radiation,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Skin changes due to chronic exposure to nonionizing radiation,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Radiodermatitis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other disorders of skin and subcutaneous tissue related to radiation,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Disorders of skin appendages,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Nail disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Alopecia areata,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Androgenic alopecia,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other nonscarring hair loss,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Cicatricial alopecia [scarring hair loss],Diseases of the skin and subcutaneous tissue,0,2011,Males,
Hair colour and hair shaft abnormalities,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Hypertrichosis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Acne,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Rosacea,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Follicular cysts of skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,1,2011,Males,
Other follicular disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Eccrine sweat disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Apocrine sweat disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other disorders of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,51,2011,Males,
Vitiligo,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other disorders of pigmentation,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Seborrhoeic keratosis,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Acanthosis nigricans,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Corns and callosities,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other epidermal thickening,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Transepidermal elimination disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Pyoderma gangrenosum,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Decubitus ulcer,Diseases of the skin and subcutaneous tissue,12,2011,Males,
Atrophic disorders of skin,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Hypertrophic disorders of skin,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Granulomatous disorders of skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Lupus erythematosus,Diseases of the skin and subcutaneous tissue,0,2011,Males,
Other localized connective tissue disorders,Diseases of the skin and subcutaneous tissue,0,2011,Males,
"Vasculitis limited to skin, not elsewhere classified",Diseases of the skin and subcutaneous tissue,0,2011,Males,
"Ulcer of lower limb, not elsewhere classified",Diseases of the skin and subcutaneous tissue,29,2011,Males,
"Other disorders of skin and subcutaneous tissue, not elsewhere classified",Diseases of the skin and subcutaneous tissue,10,2011,Males,
Arthropathies,Diseases of the musculoskeletal system and connective tissue,134,2011,Males,
Infectious arthropathies,Diseases of the musculoskeletal system and connective tissue,42,2011,Males,
Pyogenic arthritis,Diseases of the musculoskeletal system and connective tissue,41,2011,Males,
Reactive arthropathies,Diseases of the musculoskeletal system and connective tissue,1,2011,Males,
Inflammatory polyarthropathies,Diseases of the musculoskeletal system and connective tissue,60,2011,Males,
Seropositive rheumatoid arthritis,Diseases of the musculoskeletal system and connective tissue,4,2011,Males,
Other rheumatoid arthritis,Diseases of the musculoskeletal system and connective tissue,44,2011,Males,
Juvenile arthritis,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Gout,Diseases of the musculoskeletal system and connective tissue,7,2011,Males,
Other crystal arthropathies,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Other specific arthropathies,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Other arthritis,Diseases of the musculoskeletal system and connective tissue,5,2011,Males,
Arthrosis,Diseases of the musculoskeletal system and connective tissue,25,2011,Males,
Polyarthrosis,Diseases of the musculoskeletal system and connective tissue,1,2011,Males,
Coxarthrosis [arthrosis of hip],Diseases of the musculoskeletal system and connective tissue,1,2011,Males,
Gonarthrosis [arthrosis of knee],Diseases of the musculoskeletal system and connective tissue,2,2011,Males,
Arthrosis of first carpometacarpal joint,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Other arthrosis,Diseases of the musculoskeletal system and connective tissue,21,2011,Males,
Other joint disorders,Diseases of the musculoskeletal system and connective tissue,7,2011,Males,
Acquired deformities of fingers and toes,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Other acquired deformities of limbs,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Disorders of patella,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Internal derangement of knee,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Other specific joint derangements,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
"Other joint disorders, not elsewhere classified",Diseases of the musculoskeletal system and connective tissue,7,2011,Males,
Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue,71,2011,Males,
Polyarteritis nodosa and related conditions,Diseases of the musculoskeletal system and connective tissue,6,2011,Males,
Other necrotizing vasculopathies,Diseases of the musculoskeletal system and connective tissue,24,2011,Males,
Systemic lupus erythematosus,Diseases of the musculoskeletal system and connective tissue,8,2011,Males,
Dermatopolymyositis,Diseases of the musculoskeletal system and connective tissue,4,2011,Males,
Systemic sclerosis,Diseases of the musculoskeletal system and connective tissue,21,2011,Males,
Other systemic involvement of connective tissue,Diseases of the musculoskeletal system and connective tissue,8,2011,Males,
Dorsopathies,Diseases of the musculoskeletal system and connective tissue,38,2011,Males,
Deforming dorsopathies,Diseases of the musculoskeletal system and connective tissue,8,2011,Males,
Kyphosis and lordosis,Diseases of the musculoskeletal system and connective tissue,2,2011,Males,
Scoliosis,Diseases of the musculoskeletal system and connective tissue,6,2011,Males,
Spinal osteochondrosis,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Other deforming dorsopathies,Diseases of the musculoskeletal system and connective tissue,0,2011,Males,
Spondylopathies,Diseases of the musculoskeletal system and connective tissue,23,2011,Males,
Ankylosing spondylitis,Diseases of the musculoskeletal system and connective tissue,1,2011,Males,
